index,frame_id,id,x,y,w,h,tl_x,br_x,tl_y,br_y
3,182,13,590.9137,167.7272,28.8681,72.3975,576,605,131,203
4,182,15,617.5953,265.4491,31.0503,88.9376,602,633,220,309
5,182,16,204.7631,194.6262,28.0731,69.02,190,218,160,229
6,182,17,359.6637,248.2447,32.5171,85.2389,343,375,205,290
0,183,9,536.9276,276.1946,32.2745,90.1155,520,553,231,321
1,183,11,688.7281,127.3012,18.9953,55.7706,679,698,99,155
2,183,12,713.9751,127.318,16.215,54.0067,705,722,100,154
3,183,13,586.2886,168.6972,29.1242,72.8503,571,600,132,205
4,183,15,624.7353,266.685,30.9297,89.12,609,640,222,311
5,183,16,198.1556,193.9779,28.0469,68.74,184,212,159,228
6,183,17,351.8451,247.1429,32.353,84.8424,335,368,204,289
0,184,9,542.824,278.6621,32.5147,90.75,526,559,233,324
1,184,11,689.1742,127.0663,19.0184,55.6973,679,698,99,154
2,184,12,714.6177,127.2488,16.0436,54.172,706,722,100,154
3,184,13,581.6634,169.6676,29.38,73.3034,566,596,133,206
4,184,15,631.8756,267.9209,30.8087,89.3024,616,647,223,312
5,184,16,191.5476,193.33,28.0209,68.46,177,205,159,227
6,184,17,343.6133,246.1286,32.1928,84.4352,327,359,203,288
0,185,9,548.7321,281.14,32.7575,91.39,532,565,235,326
1,185,11,689.5805,126.8475,19.0417,55.6395,680,699,99,154
2,185,12,715.218,127.187,15.8845,54.3325,707,723,100,154
3,185,13,577.0383,170.6383,29.6358,73.7566,562,591,133,207
4,185,15,638.992,269.1626,30.6871,89.485,623,654,224,313
5,185,16,184.9392,192.6821,27.9953,68.18,170,198,158,226
6,185,17,335.1954,245.1567,32.035,84.025,319,351,203,287
0,186,9,554.64,283.6179,33.0,92.03,538,571,237,329
1,186,11,689.9129,126.6587,19.065,55.6115,680,699,98,154
2,186,12,715.7112,127.144,15.7563,54.4807,707,723,99,154
3,186,13,572.4026,171.608,29.892,74.2097,557,587,134,208
4,186,15,646.0246,270.4249,30.565,89.6676,630,661,225,315
5,186,16,178.3308,192.0338,27.9683,67.8993,164,192,158,225
6,186,17,326.7053,244.2033,31.8783,83.615,310,342,202,286
0,187,9,560.5479,286.0963,33.2425,92.67,543,577,239,332
1,187,11,690.1446,126.5107,19.0883,55.6246,680,699,98,154
2,187,12,716.0056,127.1355,15.6852,54.6062,708,723,99,154
3,187,13,567.7297,172.574,30.1492,74.6588,552,582,135,209
4,187,15,652.8585,271.75,30.4429,89.85,637,668,226,316
5,187,16,171.7225,191.3848,27.9356,67.6163,157,185,157,225
6,187,17,318.2158,243.2503,31.7217,83.205,302,334,201,284
0,188,9,566.456,288.5754,33.4853,93.31,549,583,241,335
1,188,11,690.2755,126.4035,19.1116,55.6786,680,699,98,154
2,188,12,716.0284,127.1738,15.6916,54.7004,708,723,99,154
3,188,13,562.9623,173.5314,30.4092,75.0948,547,578,135,211
4,188,15,659.3449,273.2092,30.3212,90.0324,644,674,228,318
5,188,16,165.1142,190.7357,27.8882,67.3273,151,179,157,224
6,188,17,309.752,242.2945,31.565,82.795,293,325,200,283
0,189,9,572.3642,291.0551,33.7284,93.95,555,589,244,338
1,189,11,690.3323,126.3261,19.1347,55.7623,680,699,98,154
2,189,12,715.7795,127.2583,15.7753,54.7633,707,723,99,154
3,189,13,558.0191,174.4734,30.6757,75.4984,542,573,136,212
4,189,15,665.4111,274.893,30.2,90.215,650,680,229,320
5,189,16,158.5056,190.0869,27.8137,67.0272,144,172,156,223
6,189,17,301.3757,241.3281,31.4083,82.385,285,317,200,282
0,190,9,578.2725,293.535,33.9716,94.59,561,595,246,340
1,190,11,690.3491,126.2643,19.1575,55.8618,680,699,98,154
2,190,12,715.3308,127.3767,15.9158,54.8033,707,723,99,154
3,190,13,552.8371,175.3949,30.954,75.8424,537,568,137,213
4,190,15,671.1555,276.8792,30.0831,90.4007,656,686,231,322
5,190,16,151.8969,189.4383,27.7025,66.7119,138,165,156,222
6,190,17,293.2215,240.3348,31.2517,81.975,277,308,199,281
0,191,9,584.1807,296.0149,34.2147,95.23,567,601,248,343
1,191,11,690.35,126.2087,19.18,55.9674,680,699,98,154
2,191,12,714.7743,127.5134,16.0869,54.8314,706,722,100,154
3,191,13,547.4168,176.2963,31.2481,76.1046,531,563,138,214
4,191,15,676.7968,279.193,29.9805,90.597,661,691,233,324
5,191,16,145.2884,188.7899,27.5551,66.381,131,159,155,221
6,191,17,285.4799,239.2918,31.095,81.565,269,301,198,280
0,192,9,590.0887,298.4946,34.4575,95.87,572,607,250,346
1,192,11,690.3463,126.1549,19.2025,56.075,680,699,98,154
2,192,12,714.1753,127.6575,16.27,54.855,706,722,100,155
3,192,13,541.8214,177.1829,31.5578,76.2848,526,557,139,215
4,192,15,682.5155,281.7891,29.9143,90.8205,667,697,236,327
5,192,16,138.6803,188.1412,27.3813,66.0384,124,152,155,221
6,192,17,278.3009,238.1813,30.9383,81.155,262,293,197,278
0,193,9,595.9967,300.9737,34.7,96.51,578,613,252,349
1,193,11,690.3427,126.1013,19.2253,56.1826,680,699,98,154
2,193,12,713.5643,127.8036,16.4567,54.8772,705,721,100,155
3,193,13,536.1319,178.0615,31.8788,76.4048,520,552,139,216
4,193,15,688.3625,284.5745,29.9167,91.0944,673,703,239,330
5,193,16,132.0726,187.4925,27.1934,65.6893,118,145,154,220
6,193,17,271.6847,237.0033,30.7817,80.7449,256,287,196,277
0,194,9,601.9046,303.4521,34.9425,97.15,584,619,254,352
1,194,11,690.3391,126.0476,19.2484,56.29,680,699,97,154
2,194,12,712.9536,127.9496,16.6433,54.8992,704,721,100,155
3,194,13,530.4052,178.9369,32.2061,76.4925,514,546,140,217
4,194,15,694.2996,287.4569,30.0126,91.4367,679,709,241,333
5,194,16,125.4879,186.8445,27.0,65.3379,111,138,154,219
6,194,17,265.482,235.7757,30.625,80.3346,250,280,195,275
0,195,9,607.8127,305.93,35.1853,97.79,590,625,257,354
1,195,11,690.3257,125.9983,19.2701,56.3964,680,699,97,154
2,195,12,712.3431,128.0954,16.83,54.9208,703,720,100,155
3,195,13,524.668,179.8111,32.5363,76.5679,508,540,141,218
4,195,15,700.2736,290.3705,30.2019,91.8469,685,715,244,336
5,195,16,118.982,186.1989,26.805,64.9862,105,132,153,218
6,195,17,259.5019,234.5212,30.4683,79.9237,244,274,194,274
0,196,9,613.7355,308.415,35.4253,98.4212,596,631,259,357
1,196,11,690.2784,125.9649,19.2866,56.4996,680,699,97,154
2,196,12,711.7324,128.2414,17.0167,54.9428,703,720,100,155
3,196,13,518.9311,180.685,32.8679,76.64,502,535,142,219
4,196,15,706.2312,293.2773,30.4596,92.307,691,721,247,339
5,196,16,112.6749,185.5585,26.61,64.635,99,125,153,217
6,196,17,253.6096,233.2561,30.3117,79.5121,238,268,193,273
0,197,9,619.7085,310.9252,35.6545,99.0221,601,637,261,360
1,197,11,690.1459,125.9712,19.2898,56.5939,680,699,97,154
2,197,12,711.1214,128.3875,17.2034,54.965,702,719,100,155
3,197,13,513.1938,181.5589,33.2,76.7122,496,529,143,219
4,197,15,712.1135,296.1399,30.7542,92.7943,696,727,249,342
5,197,16,106.7362,184.9278,26.415,64.2838,93,119,152,217
6,197,17,247.7421,231.9875,30.155,79.1,232,262,192,271
0,198,9,625.8081,313.4984,35.8566,99.5466,607,643,263,363
1,198,11,689.8559,126.0509,19.2686,56.6716,680,699,97,154
2,198,12,710.5102,128.5336,17.3903,54.9872,701,719,101,156
3,198,13,507.4561,182.4329,33.5321,76.7842,490,524,144,220
4,198,15,717.8559,298.9201,31.0633,93.2929,702,733,252,345
5,198,16,101.2996,184.3104,26.22,63.9321,88,114,152,216
6,198,17,241.8741,230.7186,29.9983,78.6879,226,256,191,270
0,199,9,632.1096,316.1912,36.0131,99.9428,614,650,266,366
1,199,11,689.352,126.2299,19.2145,56.7265,679,698,97,154
2,199,12,709.8991,128.6797,17.5775,55.0092,701,718,101,156
3,199,13,501.718,183.3071,33.8637,76.8558,484,518,144,221
4,199,15,723.4079,301.5877,31.3767,93.795,707,739,254,348
5,199,16,96.36,183.7066,26.0285,63.58,83,109,151,215
6,199,17,236.0058,229.4497,29.8417,78.2763,221,250,190,268
0,200,9,638.618,319.0541,36.1183,100.1919,620,656,268,369
1,200,11,688.6339,126.5082,19.1277,56.7585,679,698,98,154
2,200,12,709.2884,128.8258,17.765,55.0308,700,718,101,156
3,200,13,495.9802,184.1811,34.1947,76.9278,478,513,145,222
4,200,15,728.7697,304.1425,31.69,94.2971,712,744,256,351
5,200,16,91.7719,183.1138,25.8493,63.2279,78,104,151,214
6,200,17,230.1375,228.1811,29.685,77.8654,215,244,189,267
0,201,9,645.1614,322.1065,36.1992,100.3635,627,663,271,372
1,201,11,687.7584,126.8593,19.017,56.7734,678,697,98,155
2,201,12,708.6781,128.9723,17.9525,55.0528,699,717,101,156
3,201,13,490.2384,185.0549,34.5253,77.0,472,507,146,223
4,201,15,733.9422,306.5903,32.0003,94.7938,717,749,259,353
5,201,16,87.3383,182.5291,25.7009,62.8762,74,100,151,213
6,201,17,224.2625,226.9208,29.5283,77.4568,209,239,188,265
0,202,9,651.4123,325.3335,36.3122,100.6075,633,669,275,375
1,202,11,686.7978,127.2496,18.8935,56.779,677,696,98,155
2,202,12,708.0679,129.1194,18.1397,55.075,698,717,101,156
3,202,13,484.4819,185.9284,34.8563,77.0722,467,501,147,224
4,202,15,738.868,308.9119,32.3001,95.273,722,755,261,356
5,202,16,82.9012,181.9516,25.61,62.525,70,95,150,213
6,202,17,218.3646,225.6878,29.3716,77.0539,203,233,187,264
0,203,9,657.0226,328.6923,36.5104,101.0666,638,675,278,379
1,203,11,685.8037,127.6556,18.765,56.7812,676,695,99,156
2,203,12,707.4574,129.2667,18.3266,55.0972,698,716,101,156
3,203,13,478.6879,186.8015,35.1879,77.1442,461,496,148,225
4,203,15,743.3303,311.0117,32.5733,95.7091,727,759,263,358
5,203,16,78.3751,181.3814,25.5978,62.1738,65,91,150,212
6,203,17,212.4089,224.5234,29.2147,76.6653,197,227,186,262
0,204,9,661.7946,332.1184,36.8098,101.7869,643,680,281,383
1,204,11,684.8004,128.0664,18.635,56.7829,675,694,99,156
2,204,12,706.8467,129.4136,18.5133,55.1192,697,716,101,156
3,204,13,472.8244,187.6737,35.52,77.2158,455,490,149,226
4,204,15,746.9796,312.7286,32.7972,96.0664,730,763,264,360
5,204,16,73.7373,180.8178,25.6646,61.8221,60,86,149,211
6,204,17,206.3459,223.4852,29.0575,76.3027,191,220,185,261
0,205,9,665.622,335.5151,37.1886,102.7125,647,684,284,386
1,205,11,683.7975,128.4775,18.505,56.785,674,693,100,156
2,205,12,706.2358,129.5601,18.7,55.1408,696,715,101,157
3,205,13,466.8667,188.5443,35.8521,77.2878,448,484,149,227
4,205,15,749.5337,313.9308,32.9539,96.3164,733,766,265,362
5,205,16,69.0175,180.2594,25.7897,61.4699,56,81,149,210
6,205,17,200.1369,222.6187,28.9,75.9752,185,214,184,260
0,206,9,668.3634,338.766,37.6121,103.7537,649,687,286,390
1,206,11,682.7946,128.8887,18.375,56.7871,673,691,100,157
2,206,12,705.6218,129.7111,18.8852,55.1633,696,715,102,157
3,206,13,460.8149,189.4133,36.1838,77.36,442,478,150,228
4,206,16,64.2537,179.704,25.9462,61.1174,51,77,149,210
5,206,17,193.7815,221.9235,28.7425,75.6825,179,208,184,259
0,207,9,669.9003,341.7876,38.0534,104.8413,650,688,289,394
1,207,11,681.7913,129.2998,18.245,56.7887,672,690,100,157
2,207,12,704.9959,129.8786,19.0654,55.1882,695,714,102,157
3,207,13,454.6941,190.2809,36.515,77.4322,436,472,151,228
4,207,16,59.4725,179.1496,26.115,60.765,46,72,148,209
5,207,17,187.3185,221.3542,28.5853,75.4151,173,201,183,259
0,208,9,670.2444,344.5464,38.5,105.936,650,689,291,397
1,208,11,680.7875,129.7111,18.115,56.7897,671,689,101,158
2,208,12,704.3398,130.0876,19.2332,55.218,694,713,102,157
3,208,13,448.5359,191.1479,36.8462,77.5042,430,466,152,229
4,208,16,54.6863,178.5951,26.2874,60.4126,41,67,148,208
5,208,17,180.7971,220.8527,28.4284,75.1612,166,195,183,258
0,209,9,669.5529,347.0431,38.9466,107.0078,650,689,293,400
1,209,11,679.7837,130.123,17.985,56.7903,670,688,101,158
2,209,12,703.6277,130.3736,19.3779,55.2568,693,713,102,158
3,209,13,442.3627,192.0149,37.1779,77.5758,423,460,153,230
4,209,16,49.9,178.04,26.4599,60.0601,36,63,148,208
5,209,17,174.262,220.3791,28.2717,74.9125,160,188,182,257
0,210,9,667.8383,349.2308,39.393,108.0202,648,687,295,403
1,210,11,678.7804,130.5356,17.855,56.7913,669,687,102,158
2,210,12,702.8393,130.7647,19.4912,55.3076,693,712,103,158
3,210,13,436.185,192.8823,37.51,77.6478,417,454,154,231
4,210,16,45.1139,177.4851,26.6322,59.7078,31,58,147,207
5,210,17,167.7531,219.9173,28.115,74.665,153,181,182,257
0,211,9,664.8568,350.9861,39.8392,108.9221,644,684,296,405
1,211,11,677.7775,130.9486,17.725,56.7929,668,686,102,159
2,211,12,701.9748,131.2609,19.5732,55.3708,692,711,103,158
3,211,13,430.0073,193.75,37.8421,77.72,411,448,154,232
4,211,16,40.3279,176.9308,26.8042,59.3558,26,53,147,206
5,211,17,161.3275,219.466,27.9583,74.4175,147,175,182,256
0,212,9,660.3336,352.1939,40.285,109.6738,640,680,297,407
1,212,11,676.7746,131.3612,17.595,56.795,667,685,102,159
2,212,12,701.0543,131.8345,19.6321,55.4432,691,710,104,159
3,212,13,423.8297,194.6177,38.1737,77.7922,404,442,155,233
4,212,16,35.5421,176.3771,26.9758,59.0042,22,49,146,205
5,212,17,155.0567,219.0342,27.8017,74.1703,141,168,181,256
0,213,9,654.3186,352.8659,40.7308,110.2757,633,674,297,408
1,213,11,675.7712,131.7731,17.465,56.7971,667,684,103,160
2,213,12,700.1034,132.4498,19.6785,55.5207,690,709,104,160
3,213,13,417.6523,195.4851,38.5047,77.8642,398,436,156,234
4,213,16,30.8029,175.8287,27.1461,58.6557,17,44,146,205
5,213,17,148.9967,218.6291,27.645,73.9234,135,162,181,255
0,214,9,647.2082,353.1445,41.1769,110.7679,626,667,297,408
1,214,11,674.7689,132.186,17.3384,56.8022,666,683,103,160
2,214,12,699.1409,133.0819,19.72,55.6004,689,709,105,160
3,214,13,411.4749,196.3521,38.7984,77.9358,392,430,157,235
4,214,16,26.2246,175.2982,27.311,58.3186,12,39,146,204
5,214,17,143.1475,218.2506,27.4883,73.6767,129,156,181,255
0,215,9,639.5069,353.211,41.6231,111.2007,618,660,297,408
1,215,11,673.7722,132.6044,17.2237,56.8187,665,682,104,161
2,215,12,698.1753,133.719,19.76,55.6813,688,708,105,161
3,215,13,405.2857,197.2107,39.0395,78.0078,385,424,158,236
4,215,16,22.0525,174.8142,27.4613,58.0114,8,35,145,203
5,215,17,137.4531,217.8915,27.3317,73.43,123,151,181,254
0,216,9,631.5716,353.1933,42.0692,111.61,610,652,297,408
1,216,11,672.7908,133.0376,17.1391,56.8652,664,681,104,161
2,216,12,697.21,134.3564,19.8,55.7629,687,707,106,162
3,216,13,399.0571,198.041,39.1778,78.08,379,418,159,237
4,216,16,18.6338,174.4174,27.5843,57.7598,4,32,145,203
5,216,17,131.8421,217.5428,27.175,73.1833,118,145,180,254
0,217,9,623.5724,353.1248,42.5088,112.0022,602,644,297,409
1,217,11,671.838,133.4991,17.1103,56.9682,663,680,105,161
2,217,12,696.2447,134.9942,19.84,55.845,686,706,107,162
3,217,13,392.7297,198.7997,39.2366,78.1522,373,412,159,237
4,217,16,16.2409,174.1395,27.6701,57.584,2,30,145,202
5,217,17,126.2642,217.1983,27.0183,72.9366,112,139,180,253
0,218,9,615.5875,352.9655,42.9272,112.3597,594,637,296,409
1,218,11,670.9241,133.9991,17.1582,57.1482,662,679,105,162
2,218,12,695.2791,135.6319,19.8801,55.9271,685,705,107,163
3,218,13,386.2187,199.4249,39.3542,78.2242,366,405,160,238
4,218,17,120.6958,216.8548,26.8617,72.6897,107,134,180,253
0,219,9,607.6377,352.577,43.2921,112.6288,585,629,296,408
1,219,11,670.0487,134.5377,17.2831,57.4053,661,678,105,163
2,219,12,694.3133,136.2694,19.9204,56.0087,684,704,108,164
3,219,13,379.4572,199.8679,39.6858,78.2958,359,399,160,239
4,219,17,115.1275,216.5112,26.705,72.4425,101,128,180,252
0,220,9,599.7529,351.7635,43.5575,112.7341,577,621,295,408
1,220,11,669.2013,135.1046,17.465,57.7192,660,677,106,163
2,220,12,693.3476,136.9065,19.9613,56.0896,683,703,108,164
3,220,13,372.4449,200.1283,40.1806,78.3715,352,392,160,239
4,220,17,109.5592,216.1675,26.5483,72.195,96,122,180,252
0,221,9,591.9564,350.3713,43.6868,112.6165,570,613,294,406
1,221,11,668.3688,135.6868,17.6777,58.0635,659,677,106,164
2,221,12,692.3824,137.5433,20.0029,56.1699,682,702,109,165
3,221,13,365.2653,200.2497,40.6459,78.4478,344,385,161,239
4,221,17,103.9908,215.8238,26.3917,71.9475,90,117,179,251
0,222,9,584.2486,348.4004,43.6802,112.2762,562,606,292,404
1,222,11,667.5423,136.275,17.9022,58.42,658,676,107,165
2,222,12,691.4178,138.18,20.045,56.25,681,701,110,166
3,222,13,358.0452,200.2823,40.8448,78.5198,337,378,161,239
4,222,17,98.4224,215.4801,26.235,71.7003,85,111,179,251
0,223,1,731.5149,274.8085,38.3824,86.1531,712,750,231,317
1,223,9,576.6061,346.0043,43.5738,111.7722,554,598,290,401
2,223,11,666.7179,136.865,18.13,58.7801,657,675,107,166
3,223,12,690.4536,138.8167,20.0871,56.33,680,700,110,166
4,223,13,350.9352,200.2453,40.7254,78.5647,330,371,160,239
5,223,17,92.8761,215.1348,26.0806,71.455,79,105,179,250
0,224,1,727.0758,272.93,38.1412,85.9342,708,746,229,315
1,224,9,568.9992,343.3786,43.4138,111.1798,547,590,287,398
2,224,11,665.8939,137.4553,18.3578,59.1404,656,675,107,167
3,224,12,689.489,139.4533,20.1287,56.41,679,699,111,167
4,224,13,344.0907,200.1242,40.456,78.5445,323,364,160,239
5,224,17,87.4061,214.7841,25.9338,71.2152,74,100,179,250
0,225,1,721.5397,270.7047,37.8473,85.6669,702,740,227,313
1,225,9,561.4063,340.6621,43.2326,110.5524,539,583,285,395
2,225,11,665.0701,138.0461,18.5858,59.5013,655,674,108,167
3,225,12,688.5238,140.09,20.1696,56.49,678,698,111,168
4,225,13,337.6228,199.9003,40.234,78.4331,317,357,160,239
5,225,17,82.1291,214.4199,25.8063,70.989,69,95,178,249
0,226,1,715.2923,268.3596,37.5251,85.3735,696,734,225,311
1,226,9,553.8175,337.9195,43.045,109.915,532,575,282,392
2,226,11,664.2459,138.6377,18.8142,59.8629,654,673,108,168
3,226,12,687.558,140.7267,20.2099,56.57,677,697,112,169
4,226,13,331.5312,199.5737,40.1401,78.2454,311,351,160,238
5,226,17,77.2107,214.0315,25.7145,70.7881,64,90,178,249
0,227,1,708.6437,266.0343,37.1916,85.0697,690,727,223,308
1,227,9,546.2287,335.1772,42.8574,109.2776,524,567,280,389
2,227,11,663.4211,139.2304,19.0422,60.225,653,672,109,169
3,227,12,686.5919,141.3633,20.25,56.65,676,696,113,169
4,227,13,325.7162,199.1715,40.0485,78.0259,305,345,160,238
5,227,17,72.7811,213.6106,25.6713,70.6213,59,85,178,248
0,228,1,701.7908,263.7643,36.8546,84.7625,683,720,221,306
1,228,9,538.64,332.435,42.67,108.64,517,559,278,386
2,228,11,662.5962,139.8236,19.27,60.5871,652,672,109,170
3,228,12,685.6259,142.0,20.29,56.7301,675,695,113,170
4,228,13,320.0509,198.7286,39.8369,77.8112,300,339,159,237
5,228,17,68.8406,213.1576,25.6767,70.4887,56,81,177,248
0,229,1,694.8595,261.5389,36.517,84.455,676,713,219,303
1,229,9,531.0664,329.695,42.4826,108.0024,509,552,275,383
2,229,11,661.7718,140.4165,19.4979,60.9487,652,671,109,170
3,229,12,684.6603,142.6369,20.33,56.8104,674,694,114,171
4,229,13,314.445,198.2695,39.4969,77.6112,294,334,159,237
5,229,17,65.2597,212.6808,25.7184,70.381,52,78,177,247
0,230,1,687.897,259.3316,36.1788,84.1474,669,705,217,301
1,230,9,523.5443,326.9625,42.295,107.365,502,544,273,380
2,230,11,660.9481,141.0085,19.7262,61.3096,651,670,110,171
3,230,12,683.6951,143.274,20.37,56.8913,673,693,114,171
4,230,13,308.8563,197.8059,39.0951,77.42,289,328,159,236
5,230,14,741.6795,341.1523,39.0911,112.901,722,761,284,397
6,230,17,61.9061,212.1952,25.7801,70.2866,49,74,177,247
0,231,1,680.925,257.13,35.84,83.84,663,698,215,299
1,231,9,516.1527,324.2487,42.1074,106.7276,495,537,270,377
2,231,11,660.1246,141.5995,19.955,61.6699,650,670,110,172
3,231,12,682.73,143.9114,20.41,56.9729,672,692,115,172
4,231,13,303.267,197.3428,38.6503,77.235,283,322,158,235
5,231,14,736.9231,339.3351,38.7145,113.5512,717,756,282,396
6,231,17,58.7438,211.7189,25.85,70.1974,45,71,176,246
0,232,1,673.953,254.9284,35.5012,83.5326,656,691,213,296
1,232,9,509.0027,321.5694,41.9199,106.09,488,529,268,374
2,232,11,659.3007,142.1899,20.1838,62.03,649,669,111,173
3,232,12,681.7649,144.5492,20.45,57.055,671,691,116,173
4,232,13,297.677,196.88,38.2059,77.05,278,316,158,235
5,232,14,731.2311,337.2482,38.3291,114.0966,712,750,280,394
6,232,17,55.8919,211.2775,25.9221,70.11,42,68,176,246
0,233,1,666.9848,252.7316,35.1636,83.222,649,684,211,294
1,233,9,502.1811,318.937,41.7322,105.4524,481,523,266,371
2,233,11,658.4761,142.78,20.4121,62.39,648,668,111,173
3,233,12,680.8046,145.1861,20.4896,57.1385,670,691,116,173
4,233,13,292.0869,196.4172,37.7619,76.865,273,310,157,234
5,233,14,725.1472,335.1465,38.0131,114.336,706,744,277,392
6,233,17,53.5737,210.903,25.9937,70.0226,40,66,175,245
0,234,1,660.0282,250.5522,34.8293,82.9009,642,677,209,292
1,234,9,495.6874,316.3516,41.5442,104.815,474,516,263,368
2,234,11,657.6512,143.37,20.64,62.75,647,667,111,174
3,234,12,679.8607,145.8201,20.5279,57.2263,669,690,117,174
4,234,13,286.4972,195.9541,37.3181,76.6799,267,305,157,234
5,234,14,719.021,333.1691,37.7989,114.2048,700,737,276,390
6,234,17,51.9825,210.6188,26.0646,69.935,38,65,175,245
0,235,1,653.1003,248.4183,34.5017,82.5536,635,670,207,289
1,235,9,489.4344,313.8005,41.3558,104.1776,468,510,261,365
2,235,11,656.8267,143.96,20.8678,63.11,646,667,112,175
3,235,12,678.9588,146.4467,20.5627,57.3255,668,689,117,175
4,235,13,280.9083,195.4907,36.8741,76.4947,262,299,157,233
5,235,14,712.9654,331.3232,37.6689,113.7823,694,731,274,388
6,235,17,51.1181,210.4249,26.1349,69.8474,38,64,175,245
0,236,1,646.2256,246.3693,34.1861,82.1573,629,663,205,287
1,236,9,483.3117,311.268,41.1678,103.54,462,503,259,363
2,236,11,656.0029,144.55,21.0958,63.47,645,666,112,176
3,236,12,678.1352,147.06,20.5913,57.447,667,688,118,175
4,236,13,275.3198,195.027,36.4297,76.3092,257,293,156,233
5,236,14,706.9836,329.5623,37.5876,113.1961,688,725,272,386
6,236,17,50.7875,210.2973,26.205,69.76,37,63,175,245
0,237,1,639.4236,244.4357,33.8869,81.6939,622,656,203,285
1,237,9,477.2413,308.7431,40.9801,102.9024,456,497,257,360
2,237,11,655.1792,145.14,21.3242,63.83,644,665,113,177
3,237,12,677.4186,147.6555,20.6113,57.5996,667,687,118,176
4,237,13,269.7313,194.5633,35.9849,76.1234,251,287,156,232
5,237,14,701.031,327.8354,37.5258,112.545,682,719,271,384
6,237,17,50.7444,210.2055,26.2751,69.6726,37,63,175,245
0,238,1,632.6942,242.6174,33.6044,81.1633,615,649,202,283
1,238,9,471.1867,306.2206,40.7926,102.265,450,491,255,357
2,238,11,654.3548,145.73,21.5522,64.19,643,665,113,177
3,238,12,676.8091,148.233,20.6227,57.7838,666,687,119,177
4,238,13,264.1421,194.0995,35.54,75.9379,246,281,156,232
5,238,14,695.0869,326.1188,37.47,111.875,676,713,270,382
6,238,17,50.8149,210.1279,26.3454,69.585,37,63,175,244
0,239,1,626.0182,240.8838,33.3343,80.5834,609,642,200,281
1,239,9,465.1326,303.6978,40.605,101.6276,444,485,252,354
2,239,11,653.5293,146.3189,21.7799,64.5459,642,664,114,178
3,239,12,676.2783,148.7971,20.6279,57.9913,665,686,119,177
4,239,13,258.5525,193.6356,35.0951,75.7529,241,276,155,231
5,239,14,689.1429,324.4029,37.4142,111.205,670,707,268,380
6,239,17,50.9181,210.055,26.4163,69.4974,37,64,175,244
0,240,1,619.3712,239.1962,33.0709,79.977,602,635,199,279
1,240,9,459.0807,301.1789,40.4167,100.9904,438,479,250,351
2,240,11,652.7025,146.904,22.0073,64.8877,641,663,114,179
3,240,12,675.7899,149.3542,20.6296,58.2115,665,686,120,178
4,240,13,252.983,193.1713,34.6503,75.5683,235,270,155,230
5,240,14,683.199,322.6876,37.3581,110.535,664,701,267,377
6,240,17,51.0218,209.9829,26.4879,69.41,37,64,175,244
0,241,1,612.7408,237.5334,32.8134,79.3629,596,629,197,277
1,241,9,453.036,298.6741,40.2262,100.3546,432,473,248,348
2,241,11,651.8736,147.4795,22.2346,65.1938,640,662,114,180
3,241,12,675.3183,149.9083,20.63,58.4367,665,685,120,179
4,241,13,247.4841,192.706,34.2059,75.3838,230,264,155,230
5,241,14,677.2551,320.9725,37.3019,109.865,658,695,266,375
6,241,17,51.1263,209.9113,26.56,69.3226,37,64,175,244
0,242,1,606.1295,235.8981,32.5672,78.756,589,622,196,275
1,242,9,447.0087,296.2059,40.0294,99.7222,426,467,246,346
2,242,11,651.0408,148.0368,22.4612,65.4338,639,662,115,180
3,242,12,674.8517,150.4617,20.63,58.6633,664,685,121,179
4,242,13,242.1625,192.2375,33.7619,75.1987,225,259,154,229
5,242,14,671.311,319.2575,37.2458,109.195,652,689,264,373
6,242,17,51.2284,209.8408,26.6312,69.2357,37,64,175,244
0,243,1,599.5564,234.3184,32.3474,78.1745,583,615,195,273
1,243,9,441.014,293.8058,39.8209,99.0959,421,460,244,343
2,243,11,650.2027,148.5691,22.6867,65.5839,638,661,115,181
3,243,12,674.385,151.015,20.63,58.89,664,684,121,180
4,243,13,237.1694,191.7629,33.3181,75.013,220,253,154,229
5,243,14,665.3669,317.5425,37.19,108.525,646,683,263,371
6,243,17,51.3198,209.7734,26.6983,69.1511,37,64,175,244
0,244,1,593.0533,232.8416,32.1756,77.6402,576,609,194,271
1,244,9,435.0637,291.4983,39.5964,98.4778,415,454,242,340
2,244,11,649.359,149.076,22.911,65.6442,637,660,116,181
3,244,12,673.9183,151.5683,20.63,59.1166,663,684,122,181
4,244,13,232.6235,191.2797,32.8741,74.827,216,249,153,228
5,244,14,659.3802,315.8061,37.1342,107.855,640,677,261,369
6,244,17,51.3835,209.715,26.756,69.0727,38,64,175,244
0,245,1,586.6448,231.5045,32.0686,77.1702,570,602,192,270
1,245,9,429.1582,289.2836,39.3559,97.8681,409,448,240,338
2,245,11,648.5111,149.5643,23.1346,65.6389,636,660,116,182
3,245,12,673.4517,152.1215,20.63,59.343,663,683,122,181
4,245,13,228.5254,190.7879,32.4297,74.6413,212,244,153,228
5,245,14,653.2464,313.996,37.078,107.185,634,671,260,367
6,245,17,51.396,209.6736,26.7968,69.0053,37,64,175,244
0,246,1,580.3307,230.3071,32.0261,76.7645,564,596,191,268
1,246,9,423.2859,287.1367,39.1034,97.2649,403,442,238,335
2,246,11,647.661,150.0427,23.3575,65.5987,635,659,117,182
